show_id|IMDB_id|type|title|release_year|rating|popularity|genres|PG|duration|seasons|director|date_added|country|cast|description
81011955||Movie|Paradise Lost|2018|||Dramas, Independent Movies, International Movies|TV-MA|111||Monique Gardenberg|September 29, 2018|Brazil|Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli|A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.
80128722|tt3748172|Movie|Gerald's Game|2017|6.6|89133|Horror Movies, Thrillers|TV-MA|103||Mike Flanagan|September 29, 2017|United States|Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia|When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice.
80182115||Movie|Long Shot|2017|||Documentaries|TV-14|40||Jacob LaMendola|September 29, 2017|United States||When Juan Catalan is arrested for a murder he didn't commit, he builds his case for innocence around raw footage from a popular TV show. A documentary.
80163293|m9825103/|TV Show|Mak Cun|2015|||International TV Shows, TV Comedies, TV Dramas|TV-PG||1||September 29, 2017||Erma Fatima, Rahim Razali, Umie Aida, Nora Danish|A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.
80104068|tt5034266|Movie|Our Souls at Night|2017|6.9|11209|Dramas, Romantic Movies|TV-14|103||Ritesh Batra|September 29, 2017|United States|Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville|After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom.
80119349|tt6330514|Movie|Out of Thin Air|2017|6.3|1826|Documentaries, International Movies|TV-14|85||Dylan Howitt|September 29, 2017|||Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted.
80199032|tt7936386|TV Show|Paul Hollywood's Big Continental Road Trip|2017|7.5|146|British TV Shows, Docuseries, International TV Shows|TV-14||1||September 29, 2017|United Kingdom|Paul Hollywood|Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.
80180449|tt7752880|TV Show|Satu Hari|2014|6.5|46|International TV Shows, TV Dramas|TV-14||1||September 29, 2017||Sara Ali, Remy Ishak, Rita Rudaini, Mirza Salihovic, Hafizul Kamal, Miller Khan|A man haunted by his wife's affair moves to Sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty.
80019931|tt4779496|Movie|Monster High: Boo York, Boo York|2015|6.5|567|Children & Family Movies, Music & Musicals|TV-Y7|72||William Lau|September 29, 2015|United States|Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey|Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.
81053893||Movie|Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna|2019|||Documentaries, International Movies|TV-G|45||Mana Yasuda|September 28, 2019|||An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.
80200087||Movie|Domino|2019|||International Movies, Thrillers|R|89||Brian De Palma|September 28, 2019|Denmark, France, Italy, Belgium, Netherlands|Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani|A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.
81053892|tt1105791|Movie|TUNA GIRL|2019|5.6|86|Dramas, International Movies|TV-PG|90||Mana Yasuda|September 28, 2019||Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu|A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.
81002850|tt2713324|Movie|5CM|2012|7.2|1784|Dramas, International Movies|TV-14|126||Rizal Mantovani|September 28, 2018|Indonesia|Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya|Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.
81004470||Movie|Animal World|2018|||Action & Adventure, International Movies, Sci-Fi & Fantasy|TV-MA|130||Han Yan|September 28, 2018|China|Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke|An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.
80157072|tt5057140|Movie|Hold the Dark|2018|5.6|33169|Action & Adventure, Dramas|TV-MA|126||Jeremy Saulnier|September 28, 2018|United States|Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie|In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.
81001809|tt7476418|Movie|Lessons from a School Shooting: Notes from Dunblane|2018|5.9|284|Documentaries|TV-PG|24||Kim A. Snyder|September 28, 2018|United States||Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart.
80201933|tt8871764|TV Show|Made in Mexico|2018|4.0|701|International TV Shows, Reality TV, Spanish-Language TV Shows|TV-MA||1||September 28, 2018|United States||These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.
81002864|tt5169582|Movie|Single|2015|6.8|666|Comedies, International Movies, Romantic Movies|TV-PG|127||Raditya Dika|September 28, 2018|Indonesia|Raditya Dika, Annisa Rawles, Chandra Liow, Pandji Pragiwaksono, Babe Cabita, Elvira Devinamira, Tinna Harahap, Pevita Pearce, Rinna Hassim, Dede Yusuf, Dewi Hughes|Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother.
81016750||Movie|The 3rd Eye|2018|||Horror Movies, International Movies|TV-MA|108||Rocky Soraya|September 28, 2018|Indonesia|Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman|When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.
81002866|tt3418604|Movie|The Sinking Of Van Der Wijck|2013|7.6|1068|Dramas, International Movies, Romantic Movies|TV-14|163||Sunil Soraya|September 28, 2018|Indonesia|Herjunot Ali, Pevita Pearce, Reza Rahadian, Randy Nidji, Gesya Shandy, Kevin Andrean, Arzetti Bilbina|When a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background.
80992039|tt8893608|Movie|Two Catalonias|2018|6.4|605|Documentaries, International Movies|TV-MA|117||Álvaro Longoria, Gerardo Olivares|September 28, 2018|Spain||Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.
80126507|tt5931144|Movie|Bobby Sands: 66 Days|2016|7.2|599|Documentaries|TV-14|106||Brendan Byrne|September 28, 2017|Ireland, United Kingdom||In 1981, an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon.
80225885|tt8069036|TV Show|Bard of Blood|2019|7.0|9018|International TV Shows, TV Action & Adventure, TV Dramas|TV-MA||1||September 27, 2019|India|Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain|Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.
81132443|tt7871636|Movie|Deliha 2|2018|4.5|2263|Comedies, International Movies|TV-PG|102||Gupse Özay|September 27, 2019|Turkey|Gupse Özay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, Hülya Duyar, Ali Çelik, Mert Öner|While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways.
80218107|tt1068713|TV Show|Dragons: Rescue Riders|2019|6.1|181|Kids' TV, TV Comedies|TV-Y||1||September 27, 2019||Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin|Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way.
80231903|tt8110640|Movie|In the Shadow of the Moon|2019|6.2|40626|Dramas, Sci-Fi & Fantasy, Thrillers|TV-MA|116||Jim Mickle|September 27, 2019|United States|Boyd Holbrook, Michael C. Hall, Cleopatra Coleman, Bokeem Woodbine, Rudi Dharmalingam, Rachel Keller|A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
80220715|tt9387250|TV Show|Skylines|2019|4.7|2097|Crime TV Shows, International TV Shows, TV Dramas|TV-MA||1||September 27, 2019||Edin Hasanovic, Peri Baumeister, Murathan Muslu, Erdal Yıldız, Richy Müller, Anna Herrmann, Sahin Eryilmaz, Lisa Maria Potthoff, Carol Schuler, Dustin Jérôme Schanz, Nimo, Christopher Schärf, Slavko Popadic|A hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.
81171121|tt1068200|Movie|Sturgill Simpson Presents Sound & Fury|2019|6.4|1431|Anime Features, Music & Musicals, Sci-Fi & Fantasy|TV-MA|42||Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi|September 27, 2019|United States||In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.
80241248|tt7971476|TV Show|The Politician|2019|7.5|17916|TV Comedies, TV Dramas, Teen TV Shows|TV-14||1||September 27, 2019|United States|Ben Platt, Gwyneth Paltrow, Jessica Lange, Zoey Deutch, Lucy Boynton, Bob Balaban, David Corenswet, Julia Schlaepfer, Laura Dreyfuss, Theo Germaine, Rahne Jones, Benjamin Barrett|Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.
81012295|tt5128712|Movie|Weeds on Fire|2016|6.7|305|Dramas, Independent Movies, International Movies|TV-14|95||Chi Fat Chan|September 27, 2018|Hong Kong|Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb|In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.
80060037|tt4685750|Movie|Much Loved|2015|6.2|2315|Dramas, Independent Movies, International Movies|TV-MA|104||Nabil Ayouch|September 27, 2017|France, Morocco|Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere|Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.
60003155|tt0264734|Movie|Joseph: King of Dreams|2000|6.5|11069|Children & Family Movies, Dramas, Faith & Spirituality|TV-PG|75||Rob LaDuca, Robert C. Ramirez|September 27, 2011|United States|Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett|With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story.
81177238|tt1030561|Movie|Malaal|2019|5.8|771|International Movies, Romantic Movies|TV-14|133||Mangesh Hadawale|September 26, 2019|India|Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle|Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl.
70270775|tt1462900|Movie|The Grandmaster|2013|6.6|31402|Action & Adventure, Dramas, International Movies|PG-13|108||Wong Kar Wai|September 26, 2019|Hong Kong, China|Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung|As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.
81025403|tt8452308|TV Show|The Inmate|2018|7.0|2059|Crime TV Shows, International TV Shows, Spanish-Language TV Shows|TV-MA||1||September 26, 2019|Mexico|Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda|A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.
80215923|tt5360952|Movie|The Hurricane Heist|2018|5.1|18865|Action & Adventure|PG-13|103||Rob Cohen|September 26, 2018|United States|Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler|A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.
80151483|tt7427130|Movie|Def Comedy Jam 25|2017|6.6|941|Stand-Up Comedy|TV-MA|82||Louis J. Horvitz|September 26, 2017|United States|Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole|"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam."""
80173625|tt5119264|Movie|Restless Creature: Wendy Whelan|2016|7.1|350|Documentaries|TV-MA|94||Linda Saffire, Adam Schlesinger|September 26, 2017|United States|Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett|After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.
80005444|tt3557464|Movie|Print the Legend|2014|7.0|1859|Documentaries|TV-14|100||Luis Lopez, Clay Tweel|September 26, 2014|United States||This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.
